match_seq,cum_pnl
509,13685.0
510,13785.0
511,13885.0
512,13685.0
513,13785.0
514,13885.0
515,13985.0
516,14085.0
517,14185.0
518,14285.0
519,14035.0
520,14135.0
521,14235.0
522,14010.0
523,14110.0
524,13885.0
525,13655.0
526,13755.0
527,13855.0
528,13955.0
529,14055.0
530,14155.0
531,13945.0
532,14045.0
533,14145.0
534,14245.0
535,14345.0
536,14445.0
537,14185.0
538,14285.0
539,14385.0
540,14485.0
541,14585.0
542,14375.0
543,14475.0
544,14575.0
545,14675.0
546,14775.0
547,14875.0
548,14650.0
549,14750.0
550,14850.0
551,14950.0
552,14700.0
553,14800.0
554,14900.0
555,15000.0
556,14780.0
557,14880.0
558,14980.0
559,14750.0
560,14500.0
561,14600.0
562,14700.0
563,14800.0
564,14900.0
565,15000.0
566,15100.0
567,14830.0
568,14930.0
569,15030.0
570,15130.0
571,14870.0
572,14970.0
573,15070.0
574,15170.0
575,15270.0
576,15050.0
577,15150.0
578,15250.0
579,15020.0
580,15120.0
581,15220.0
582,15320.0
583,15045.0
584,15145.0
585,15245.0
586,15345.0
587,15445.0
588,15175.0
589,15275.0
590,15375.0
591,15105.0
592,15205.0
593,14975.0
594,15075.0
595,15175.0
596,14975.0
597,15075.0
598,15175.0
599,15275.0
600,15375.0
601,15475.0
602,15215.0
603,15315.0
604,15415.0
605,15240.0
606,14980.0
607,14690.0
608,14790.0
609,14890.0
610,14690.0
611,14790.0
612,14890.0
613,14690.0
614,14790.0
615,14890.0
616,14990.0
617,15090.0
618,15190.0
619,15290.0
620,15390.0
621,15490.0
622,15590.0
623,15690.0
624,15790.0
625,15890.0
626,15990.0
627,16090.0
628,16190.0
629,16290.0
630,16390.0
631,16490.0
632,16590.0
633,16690.0
634,16470.0
635,16570.0
636,16670.0
637,16770.0
638,16530.0
639,16630.0
640,16360.0
641,16460.0
642,16260.0
643,16030.0
644,16130.0
645,16230.0
646,16330.0
647,16430.0
648,16190.0
649,16290.0
650,16390.0
651,16490.0
652,16590.0
653,16690.0
654,16390.0
655,16130.0
656,16230.0
657,16330.0
658,16430.0
659,16530.0
660,16630.0
661,16360.0
662,16460.0
663,16560.0
664,16660.0
665,16760.0
666,16860.0
667,16560.0
668,16660.0
669,16760.0
670,16860.0
671,16960.0
672,17060.0
673,17160.0
674,17260.0
675,17360.0
676,17460.0
677,17560.0
678,17660.0
679,17370.0
680,17470.0
681,17190.0
682,17290.0
683,17390.0
684,17490.0
685,17210.0
686,17310.0
687,17410.0
688,17510.0
689,17610.0
690,17710.0
691,17810.0
692,17910.0
693,17660.0
694,17760.0
695,17860.0
696,17960.0
697,18060.0
698,17835.0
699,17935.0
700,18035.0
701,18135.0
702,18235.0
703,18335.0
704,18435.0
705,18535.0
706,18635.0
707,18735.0
708,18835.0
709,18935.0
710,18705.0
711,18425.0
712,18525.0
713,18625.0
714,18725.0
715,18825.0
716,18925.0
717,19025.0
718,19125.0
719,19225.0
720,19325.0
721,19425.0
722,19525.0
723,19285.0
724,19385.0
725,19485.0
726,19245.0
727,18995.0
728,18695.0
729,18445.0
730,18205.0
731,18005.0
732,17765.0
733,17515.0
734,17225.0
735,17325.0
736,17425.0
737,17525.0
738,17625.0
739,17725.0
740,17825.0
741,17925.0
742,18025.0
743,18125.0
744,17865.0
745,17965.0
746,18065.0
747,18165.0
748,18265.0
749,18015.0
750,18115.0
751,18215.0
752,18315.0
753,18415.0
754,18515.0
755,18615.0
756,18715.0
757,18815.0
758,18915.0
759,19015.0
760,18790.0
761,18540.0
762,18640.0
763,18740.0
764,18840.0
765,18940.0
766,19040.0
767,19140.0
768,19240.0
769,19340.0
770,19440.0
771,19540.0
772,19640.0
773,19740.0
774,19840.0
775,19940.0
776,20040.0
777,20140.0
778,20240.0
779,20000.0
780,20100.0
781,19900.0
782,20000.0
783,19790.0
784,19890.0
785,19990.0
786,20090.0
787,19820.0
788,19920.0
789,20020.0
790,20120.0
791,20220.0
792,20320.0
793,20420.0
794,20520.0
795,20620.0
796,20720.0
797,20820.0
798,20920.0
799,21020.0
800,21120.0
801,21220.0
802,21320.0
803,21070.0
804,21170.0
805,21270.0
806,21370.0
807,21470.0
808,21570.0
809,21670.0
810,21440.0
811,21540.0
812,21640.0
813,21740.0
814,21840.0
815,21940.0
816,22040.0
817,22140.0
818,22240.0
819,22340.0
820,22440.0
821,22540.0
822,22310.0
823,22010.0
824,22110.0
825,21880.0
826,21980.0
827,22080.0
828,22180.0
829,22280.0
830,22060.0
831,22160.0
832,21910.0
833,22010.0
834,22110.0
835,22210.0
836,22310.0
837,22035.0
838,22135.0
839,22235.0
840,22335.0
841,22105.0
842,22205.0
843,22305.0
844,22405.0
845,22505.0
846,22605.0
847,22375.0
848,22475.0
849,22575.0
850,22675.0
851,22775.0
852,22875.0
853,22975.0
854,23075.0
855,22845.0
856,22945.0
857,22720.0
858,22510.0
859,22610.0
860,22390.0
861,22490.0
862,22590.0
863,22690.0
864,22790.0
865,22580.0
866,22680.0
867,22780.0
868,22880.0
869,22980.0
870,22750.0
871,22475.0
872,22575.0
873,22675.0
874,22775.0
875,22875.0
876,22975.0
877,23075.0
878,23175.0
879,23275.0
880,23375.0
881,23145.0
882,23245.0
883,23345.0
884,23445.0
885,23545.0
886,23275.0
887,23375.0
888,23475.0
889,23575.0
890,23675.0
891,23775.0
892,23875.0
893,23975.0
894,24075.0
895,23855.0
896,23955.0
897,24055.0
898,23845.0
899,23945.0
900,23675.0
901,23775.0
902,23875.0
903,23975.0
904,24075.0
905,24175.0
906,23955.0
907,24055.0
908,23855.0
909,23955.0
910,24055.0
911,24155.0
912,23895.0
913,23995.0
914,24095.0
915,24195.0
916,24295.0
917,24395.0
918,24155.0
919,24255.0
920,24355.0
921,24105.0
922,24205.0
923,23975.0
924,24075.0
925,24175.0
926,24275.0
927,24375.0
928,24150.0
929,24250.0
930,23990.0
931,24090.0
932,24190.0
933,24290.0
934,24390.0
935,24490.0
936,24590.0
937,24690.0
938,24790.0
939,24890.0
940,24990.0
941,25090.0
942,25190.0
943,24950.0
944,25050.0
945,25150.0
946,25250.0
947,25350.0
948,25450.0
949,25550.0
950,25650.0
951,25750.0
952,25520.0
953,25620.0
954,25720.0
955,25820.0
956,25920.0
957,25710.0
958,25470.0
959,25570.0
960,25670.0
961,25410.0
962,25510.0
963,25610.0
964,25710.0
965,25810.0
966,25910.0
967,26010.0
968,26110.0
969,26210.0
970,26310.0
971,26410.0
972,26510.0
973,26610.0
974,26710.0
975,26430.0
976,26530.0
977,26630.0
978,26730.0
979,26830.0
980,26930.0
981,27030.0
982,27130.0
983,27230.0
984,26930.0
985,27030.0
986,27130.0
987,27230.0
988,27330.0
989,27430.0
990,27530.0
991,27630.0
992,27730.0
993,27830.0
994,27930.0
995,27640.0
996,27740.0
997,27500.0
998,27600.0
999,27700.0
1000,27800.0
1001,27900.0
1002,28000.0
1003,28100.0
1004,28200.0
1005,28300.0
1006,28400.0
1007,28500.0
1008,28210.0
1009,28310.0
1010,28410.0
1011,28510.0
1012,28610.0
1013,28710.0
1014,28420.0
1015,28520.0
1016,28620.0
1017,28720.0
1018,28820.0
1019,28920.0
1020,29020.0
1021,28720.0
1022,28820.0
1023,28920.0
1024,29020.0
1025,29120.0
1026,29220.0
1027,29320.0
1028,29420.0
1029,29520.0
1030,29260.0
1031,29360.0
1032,29460.0
1033,29220.0
1034,28980.0
1035,29080.0
1036,29180.0
1037,29280.0
1038,29380.0
1039,29480.0
1040,29580.0
1041,29310.0
1042,29410.0
1043,29170.0
1044,29270.0
1045,29370.0
1046,29130.0
1047,29230.0
1048,29000.0
1049,28800.0
1050,28900.0
1051,29000.0
1052,28775.0
1053,28875.0
1054,28650.0
1055,28750.0
1056,28850.0
1057,28950.0
1058,29050.0
1059,29150.0
1060,29250.0
1061,29350.0
1062,29450.0
1063,29550.0
1064,29650.0
1065,29750.0
1066,29470.0
1067,29570.0
1068,29670.0
1069,29770.0
1070,29870.0
1071,29970.0
1072,30070.0
1073,30170.0
1074,30270.0
1075,30370.0
1076,30470.0
1077,30570.0
1078,30670.0
1079,30770.0
1080,30870.0
1081,30970.0
1082,31070.0
1083,31170.0
1084,31270.0
1085,31370.0
1086,31470.0
1087,31570.0
1088,31670.0
1089,31770.0
1090,31870.0
1091,31660.0
1092,31760.0
1093,31530.0
1094,31630.0
1095,31355.0
1096,31065.0
1097,30785.0
1098,30885.0
1099,30635.0
1100,30735.0
1101,30835.0
1102,30935.0
1103,31035.0
1104,31135.0
1105,30855.0
1106,30635.0
1107,30735.0
1108,30525.0
1109,30265.0
1110,29990.0
1111,30090.0
1112,29880.0
1113,29980.0
1114,30080.0
1115,30180.0
1116,30280.0
1117,30080.0
1118,30180.0
1119,30280.0
1120,30380.0
1121,30480.0
1122,30580.0
1123,30320.0
1124,30420.0
1125,30170.0
1126,30270.0
1127,30370.0
1128,30470.0
1129,30240.0
1130,30090.0
1131,30190.0
1132,29930.0
1133,29670.0
1134,29420.0
1135,29520.0
1136,29320.0
1137,29090.0
1138,29190.0
1139,29290.0
1140,29390.0
1141,29490.0
1142,29590.0
1143,29690.0
1144,29460.0
1145,29560.0
1146,29660.0
1147,29430.0
1148,29190.0
1149,28970.0
1150,29070.0
1151,28800.0
1152,28900.0
1153,28700.0
1154,28800.0
1155,28550.0
1156,28270.0
1157,28370.0
1158,28145.0
1159,28245.0
1160,28345.0
1161,28445.0
1162,28215.0
1163,27985.0
1164,28085.0
1165,28185.0
1166,28285.0
1167,28035.0
1168,28135.0
1169,28235.0
1170,28335.0
1171,28435.0
1172,28535.0
1173,28635.0
1174,28735.0
1175,28835.0
1176,28935.0
1177,28675.0
1178,28475.0
1179,28215.0
1180,28315.0
1181,28415.0
1182,28515.0
1183,28615.0
1184,28715.0
1185,28815.0
1186,28915.0
1187,28690.0
1188,28790.0
1189,28890.0
1190,28590.0
1191,28690.0
1192,28790.0
1193,28890.0
1194,28990.0
1195,29090.0
1196,29190.0
1197,29290.0
1198,29390.0
1199,29490.0
1200,29590.0
1201,29690.0
1202,29790.0
1203,29890.0
1204,29990.0
1205,30090.0
1206,30190.0
1207,29970.0
1208,30070.0
1209,30170.0
1210,29920.0
1211,30020.0
1212,29720.0
1213,29820.0
1214,29920.0
1215,30020.0
1216,30120.0
1217,30220.0
1218,30320.0
1219,30090.0
1220,30190.0
1221,30290.0
1222,30390.0
1223,30490.0
1224,30590.0
1225,30690.0
1226,30790.0
1227,30890.0
1228,30990.0
1229,31090.0
1230,30860.0
1231,30960.0
1232,30720.0
1233,30820.0
1234,30610.0
1235,30710.0
1236,30810.0
1237,30530.0
1238,30250.0
1239,30350.0
1240,30450.0
1241,30225.0
1242,29945.0
1243,29665.0
1244,29765.0
1245,29865.0
1246,29965.0
1247,29725.0
1248,29825.0
1249,29925.0
1250,30025.0
1251,30125.0
1252,30225.0
1253,30325.0
1254,30425.0
1255,30525.0
1256,30625.0
1257,30725.0
1258,30825.0
1259,30925.0
1260,31025.0
1261,30765.0
1262,30505.0
1263,30605.0
1264,30705.0
1265,30475.0
1266,30575.0
1267,30675.0
1268,30775.0
1269,30875.0
1270,30975.0
1271,31075.0
1272,31175.0
1273,31275.0
1274,31375.0
1275,31475.0
1276,31575.0
1277,31675.0
1278,31775.0
1279,31585.0
1280,31685.0
1281,31785.0
1282,31885.0
1283,31985.0
1284,32085.0
1285,32185.0
1286,32285.0
1287,32385.0
1288,32485.0
1289,32585.0
1290,32685.0
1291,32785.0
1292,32515.0
1293,32615.0
1294,32715.0
1295,32815.0
1296,32915.0
1297,32690.0
1298,32410.0
1299,32510.0
1300,32240.0
1301,32340.0
1302,32440.0
1303,32540.0
1304,32640.0
1305,32740.0
1306,32840.0
1307,32940.0
1308,32660.0
1309,32760.0
1310,32860.0
1311,32630.0
1312,32730.0
1313,32830.0
1314,32930.0
1315,33030.0
1316,33130.0
1317,33230.0
1318,33330.0
1319,33090.0
1320,33190.0
1321,32950.0
1322,32720.0
1323,32820.0
1324,32920.0
1325,32720.0
1326,32820.0
1327,32520.0
1328,32620.0
1329,32720.0
1330,32820.0
1331,32920.0
1332,33020.0
1333,33120.0
1334,32860.0
1335,32960.0
1336,33060.0
1337,33160.0
1338,33260.0
1339,33360.0
1340,33460.0
1341,33560.0
1342,33660.0
1343,33760.0
1344,33860.0
1345,33960.0
1346,33740.0
1347,33840.0
1348,33940.0
1349,34040.0
1350,34140.0
1351,34240.0
1352,34040.0
1353,34140.0
1354,34240.0
1355,34340.0
1356,34440.0
1357,34540.0
1358,34640.0
1359,34410.0
1360,34510.0
1361,34610.0
1362,34710.0
1363,34420.0
1364,34520.0
1365,34620.0
1366,34340.0
1367,34150.0
1368,34250.0
1369,34350.0
1370,34450.0
1371,34550.0
1372,34650.0
1373,34370.0
1374,34470.0
1375,34230.0
1376,33980.0
1377,34080.0
1378,34180.0
1379,34280.0
1380,34380.0
1381,34480.0
1382,34580.0
1383,34680.0
1384,34780.0
1385,34555.0
1386,34655.0
1387,34430.0
1388,34530.0
1389,34630.0
1390,34400.0
1391,34500.0
1392,34250.0
1393,34000.0
1394,33740.0
1395,33840.0
1396,33940.0
1397,34040.0
1398,34140.0
1399,34240.0
1400,33990.0
1401,34090.0
1402,34190.0
1403,34290.0
1404,34390.0
1405,34490.0
1406,34290.0
1407,34390.0
1408,34490.0
1409,34590.0
1410,34290.0
1411,34390.0
1412,34180.0
1413,34280.0
1414,34000.0
1415,33750.0
